time_s,tx_power_dbm,beacon_interval_s,active_vehicle_count_core,tx_count,eligible_count,success_count,mean_eligible_per_tx,mean_success_per_tx,prr_awareness,pir_s,pir_count,cbr
248.0,19.0,0.1,81,388,26953,17950,69.466495,46.262887,0.665974,0.295605,17854,0.348795
248.5,10.0,0.2,80,415,28917,19341,69.679518,46.604819,0.668845,0.251274,19235,0.366677
249.0,19.0,0.1,80,450,31209,20317,69.353333,45.148889,0.650998,0.236349,20296,0.372353
249.5,19.0,0.5,79,475,32636,21291,68.707368,44.823158,0.652378,0.228148,21280,0.379781
250.0,23.0,0.3,80,468,32124,20925,68.641026,44.711538,0.651382,0.224826,20891,0.382451
250.5,10.0,0.1,80,418,28910,18996,69.162679,45.444976,0.657074,0.243398,18853,0.368325
251.0,10.0,0.5,80,374,25995,17276,69.505348,46.192513,0.664589,0.281588,17144,0.358204
251.5,10.0,0.1,79,362,25209,17340,69.638122,47.900552,0.68785,0.285696,17308,0.365853
252.0,19.0,0.3,78,377,26107,17061,69.249337,45.254642,0.653503,0.276236,17037,0.377924
252.5,13.0,0.5,79,391,27019,17055,69.102302,43.618926,0.631222,0.263254,16968,0.375891
253.0,16.0,0.1,79,346,23846,16875,68.919075,48.771676,0.707666,0.28896,16704,0.3596
253.5,16.0,0.3,79,346,23856,17224,68.947977,49.780347,0.721999,0.297623,17076,0.343697
254.0,19.0,0.5,78,385,26790,18501,69.584416,48.054545,0.690594,0.264325,18420,0.342722
254.5,10.0,0.1,78,360,24892,17099,69.144444,47.497222,0.686928,0.26069,17068,0.336139
255.0,23.0,0.3,77,338,23179,15951,68.576923,47.192308,0.688166,0.292695,15914,0.331496
255.5,16.0,0.1,77,356,24465,16945,68.72191,47.598315,0.692622,0.27604,16913,0.34821
256.0,19.0,0.3,77,368,25124,18046,68.271739,49.038043,0.718277,0.26442,18037,0.363067
256.5,16.0,0.1,77,384,26084,18297,67.927083,47.648438,0.701464,0.263103,18290,0.36121
257.0,23.0,0.1,76,384,26080,17367,67.916667,45.226562,0.665913,0.257013,17327,0.356897
257.5,13.0,0.5,74,393,26581,16758,67.636132,42.641221,0.63045,0.254449,16672,0.37224
258.0,19.0,0.5,74,415,27976,17282,67.412048,41.643373,0.617744,0.243427,17234,0.385353
258.5,16.0,0.3,76,382,25877,17403,67.740838,45.557592,0.672528,0.250515,17309,0.366317
259.0,23.0,0.3,75,329,22376,15816,68.012158,48.072948,0.706829,0.271418,15672,0.349993
259.5,19.0,0.3,74,303,20382,13805,67.267327,45.561056,0.677313,0.31699,13693,0.337068
260.0,16.0,0.1,74,281,18740,12565,66.690391,44.715302,0.670491,0.355531,12450,0.328736
260.5,10.0,0.2,74,282,18736,13166,66.439716,46.687943,0.702711,0.320617,13082,0.323051
261.0,10.0,0.1,74,326,21554,14260,66.116564,43.742331,0.661594,0.282024,14187,0.335085
261.5,13.0,0.1,75,356,23705,15521,66.587079,43.598315,0.654756,0.292648,15295,0.347059
262.0,23.0,0.3,75,401,26741,17821,66.685786,44.441397,0.66643,0.236252,17626,0.370285
262.5,13.0,0.2,75,432,28676,19017,66.37963,44.020833,0.663168,0.213496,18982,0.38071
263.0,23.0,0.1,75,416,27506,17751,66.120192,42.670673,0.64535,0.232092,17737,0.363996
263.5,13.0,0.2,74,412,27050,17674,65.65534,42.898058,0.653383,0.239777,17589,0.356329
264.0,10.0,0.1,74,422,27661,19175,65.547393,45.438389,0.693214,0.22873,18984,0.372303
264.5,10.0,0.1,75,429,28211,18315,65.759907,42.692308,0.649215,0.217569,18035,0.380079
265.0,13.0,0.3,75,449,29527,18713,65.761693,41.67706,0.633759,0.23151,18531,0.38643
265.5,23.0,0.1,76,458,30244,18810,66.034934,41.069869,0.621942,0.225675,18718,0.377851
266.0,19.0,0.1,76,445,29499,18757,66.289888,42.150562,0.635852,0.240573,18650,0.367466
266.5,16.0,0.5,77,457,30341,19852,66.391685,43.439825,0.654296,0.235178,19770,0.375006
267.0,10.0,0.2,76,465,30846,20442,66.335484,43.96129,0.662712,0.222127,20313,0.382983
267.5,13.0,0.1,76,419,27605,19194,65.883055,45.809069,0.695309,0.226486,19171,0.369421
268.0,10.0,0.1,78,394,26183,17786,66.454315,45.142132,0.679296,0.242686,17568,0.347889
268.5,23.0,0.1,79,441,29894,18640,67.786848,42.267574,0.623536,0.232882,18304,0.359142
269.0,13.0,0.1,79,486,33085,21339,68.076132,43.907407,0.644975,0.213994,21213,0.384918
269.5,10.0,0.3,78,512,34695,23399,67.763672,45.701172,0.67442,0.202593,23306,0.397424
270.0,13.0,0.1,79,507,34406,22888,67.861933,45.143984,0.665233,0.203667,22812,0.382861
270.5,10.0,0.1,79,466,31915,20420,68.487124,43.819742,0.639825,0.212481,20183,0.372882
271.0,19.0,0.1,79,469,32160,20936,68.571429,44.639659,0.650995,0.223901,20772,0.383884
271.5,10.0,0.3,79,508,34723,22162,68.352362,43.625984,0.638251,0.20948,22123,0.398353
272.0,19.0,0.3,78,525,35813,22269,68.215238,42.417143,0.621813,0.204337,22130,0.39346
272.5,10.0,0.3,79,513,35092,22606,68.405458,44.066277,0.644192,0.201122,22262,0.391594
273.0,23.0,0.1,79,487,33536,22380,68.862423,45.954825,0.667343,0.20254,22143,0.400057
273.5,10.0,0.1,79,473,32513,21277,68.737844,44.983087,0.654415,0.21033,21221,0.395567
274.0,19.0,0.1,79,487,33396,21953,68.574949,45.078029,0.657354,0.206081,21924,0.386281
274.5,19.0,0.1,79,509,34944,22263,68.652259,43.738703,0.637105,0.203621,22172,0.388115
275.0,13.0,0.5,81,540,37470,24164,69.388889,44.748148,0.644889,0.202897,23839,0.394329
275.5,19.0,0.3,81,534,37290,23897,69.831461,44.750936,0.640842,0.200871,23570,0.402101
276.0,13.0,0.5,83,467,32693,19832,70.006424,42.466809,0.606613,0.229197,19703,0.374031
276.5,13.0,0.3,82,387,27351,17961,70.674419,46.410853,0.656685,0.271993,17786,0.354654
277.0,13.0,0.1,83,332,23802,16295,71.692771,49.081325,0.684606,0.312193,16066,0.341789
277.5,23.0,0.3,82,335,23978,16458,71.576119,49.128358,0.686379,0.316293,16321,0.33461
278.0,23.0,0.5,81,363,25840,17732,71.184573,48.848485,0.686223,0.286509,17709,0.337068
278.5,19.0,0.3,81,352,25033,17460,71.116477,49.602273,0.697479,0.28616,17452,0.333353
279.0,10.0,0.2,81,310,21990,15288,70.935484,49.316129,0.695225,0.326554,15218,0.318198
279.5,23.0,0.1,81,298,21230,14336,71.241611,48.107383,0.675271,0.326638,14161,0.304935
280.0,13.0,0.5,83,321,23029,15214,71.741433,47.395639,0.660645,0.310141,14965,0.319626
280.5,19.0,0.2,85,350,25317,16674,72.334286,47.64,0.658609,0.30354,16407,0.33922
281.0,23.0,0.5,83,346,25124,16280,72.612717,47.052023,0.647986,0.299598,16039,0.326149
281.5,16.0,0.1,83,326,23595,15251,72.377301,46.782209,0.646366,0.31776,15166,0.322211
282.0,23.0,0.1,83,338,24271,15261,71.807692,45.150888,0.628775,0.318975,15244,0.329639
282.5,10.0,0.2,84,386,27600,17813,71.502591,46.147668,0.645399,0.286222,17805,0.345049
283.0,13.0,0.2,84,417,29991,19861,71.920863,47.628297,0.662232,0.2669,19772,0.364648
283.5,10.0,0.3,85,419,30595,18811,73.019093,44.894988,0.614839,0.266871,18589,0.348615
284.0,19.0,0.1,86,400,29480,16601,73.7,41.5025,0.563128,0.28603,16242,0.336603
284.5,13.0,0.5,86,400,29667,16148,74.1675,40.37,0.544308,0.30735,15887,0.327145
285.0,19.0,0.1,86,406,30180,16184,74.334975,39.862069,0.536249,0.302683,16121,0.325925
285.5,10.0,0.2,85,403,29881,17461,74.146402,43.327543,0.584351,0.308565,17434,0.339526
286.0,16.0,0.1,86,424,31790,19159,74.976415,45.186321,0.602674,0.299169,18990,0.355693
286.5,19.0,0.5,86,449,34215,20744,76.202673,46.200445,0.606284,0.269123,20512,0.370075
287.0,23.0,0.1,86,463,35525,21249,76.727862,45.894168,0.598142,0.246734,21149,0.37163
287.5,10.0,0.5,87,459,35365,21244,77.04793,46.283224,0.600707,0.246404,21043,0.37262
288.0,10.0,0.2,88,449,34913,22723,77.757238,50.608018,0.650846,0.248239,22411,0.373777
288.5,16.0,0.1,89,415,32549,21754,78.431325,52.419277,0.668346,0.267621,21447,0.3482
289.0,10.0,0.1,88,401,31513,20469,78.586035,51.044888,0.649541,0.288419,20318,0.34132
289.5,13.0,0.2,89,438,34496,21743,78.757991,49.641553,0.630305,0.264573,21639,0.363714
290.0,10.0,0.2,89,464,36555,23058,78.782328,49.693966,0.630776,0.244384,22955,0.374033
290.5,13.0,0.2,89,233,18305,11069,78.562232,47.506438,0.604698,0.239671,11058,0.182927
291.0,19.0,0.2,89,0,0,0,0.0,0.0,0.0,0.0,0,0.0
291.5,10.0,0.3,89,0,0,0,0.0,0.0,0.0,0.0,0,0.0
292.0,13.0,0.1,89,0,0,0,0.0,0.0,0.0,0.0,0,0.0
292.5,19.0,0.1,89,0,0,0,0.0,0.0,0.0,0.0,0,0.0
293.0,19.0,0.5,89,0,0,0,0.0,0.0,0.0,0.0,0,0.0
293.5,19.0,0.5,93,0,0,0,0.0,0.0,0.0,0.0,0,0.0
294.0,23.0,0.3,92,0,0,0,0.0,0.0,0.0,0.0,0,0.0
294.5,13.0,0.3,93,0,0,0,0.0,0.0,0.0,0.0,0,0.0
295.0,10.0,0.5,93,0,0,0,0.0,0.0,0.0,0.0,0,0.0
295.5,13.0,0.1,93,0,0,0,0.0,0.0,0.0,0.0,0,0.0
296.0,23.0,0.3,90,0,0,0,0.0,0.0,0.0,0.0,0,0.0
296.5,19.0,0.1,93,0,0,0,0.0,0.0,0.0,0.0,0,0.0
297.0,10.0,0.1,93,0,0,0,0.0,0.0,0.0,0.0,0,0.0
297.5,10.0,0.5,93,0,0,0,0.0,0.0,0.0,0.0,0,0.0
298.0,13.0,0.5,94,0,0,0,0.0,0.0,0.0,0.0,0,0.0
298.5,19.0,0.2,93,0,0,0,0.0,0.0,0.0,0.0,0,0.0
299.0,13.0,0.5,94,0,0,0,0.0,0.0,0.0,0.0,0,0.0
299.5,13.0,0.5,94,0,0,0,0.0,0.0,0.0,0.0,0,0.0
