time_s,tx_power_dbm,beacon_interval_s,active_vehicle_count_core,tx_count,eligible_count,success_count,mean_eligible_per_tx,mean_success_per_tx,prr_awareness,pir_s,pir_count,cbr
0.5,23.0,0.1,78,0,0,0,0.0,0.0,0.0,0.0,0,0.0
1.0,19.0,0.2,76,0,0,0,0.0,0.0,0.0,0.0,0,0.0
1.5,13.0,0.2,76,0,0,0,0.0,0.0,0.0,0.0,0,0.0
2.0,10.0,0.1,76,0,0,0,0.0,0.0,0.0,0.0,0,0.0
2.5,19.0,0.5,77,0,0,0,0.0,0.0,0.0,0.0,0,0.0
3.0,13.0,0.1,77,0,0,0,0.0,0.0,0.0,0.0,0,0.0
3.5,16.0,0.3,75,0,0,0,0.0,0.0,0.0,0.0,0,0.0
4.0,19.0,0.1,78,0,0,0,0.0,0.0,0.0,0.0,0,0.0
4.5,13.0,0.1,78,0,0,0,0.0,0.0,0.0,0.0,0,0.0
5.0,13.0,0.1,77,0,0,0,0.0,0.0,0.0,0.0,0,0.0
5.5,23.0,0.2,76,0,0,0,0.0,0.0,0.0,0.0,0,0.0
6.0,19.0,0.1,78,0,0,0,0.0,0.0,0.0,0.0,0,0.0
6.5,23.0,0.2,77,0,0,0,0.0,0.0,0.0,0.0,0,0.0
7.0,10.0,0.2,77,0,0,0,0.0,0.0,0.0,0.0,0,0.0
7.5,13.0,0.5,77,0,0,0,0.0,0.0,0.0,0.0,0,0.0
8.0,10.0,0.5,77,0,0,0,0.0,0.0,0.0,0.0,0,0.0
8.5,23.0,0.1,78,0,0,0,0.0,0.0,0.0,0.0,0,0.0
9.0,19.0,0.5,77,0,0,0,0.0,0.0,0.0,0.0,0,0.0
9.5,13.0,0.5,77,0,0,0,0.0,0.0,0.0,0.0,0,0.0
10.0,23.0,0.5,77,0,0,0,0.0,0.0,0.0,0.0,0,0.0
10.5,23.0,0.1,77,126,8371,6270,66.436508,49.761905,0.749014,0.151858,2315,0.132784
11.0,13.0,0.1,78,269,18092,13252,67.256506,49.263941,0.732478,0.246324,8597,0.266521
11.5,19.0,0.3,77,326,22024,16479,67.558282,50.54908,0.748229,0.253833,15524,0.302952
12.0,10.0,0.3,76,371,24805,19108,66.859838,51.504043,0.770329,0.233881,18706,0.344753
12.5,16.0,0.2,75,349,23073,17279,66.111748,49.510029,0.748884,0.262749,17133,0.345425
13.0,16.0,0.5,76,308,20132,14445,65.363636,46.899351,0.717514,0.308188,14368,0.318973
13.5,10.0,0.1,76,311,20367,14218,65.488746,45.717042,0.69809,0.326399,13989,0.297543
14.0,19.0,0.2,74,342,22266,14943,65.105263,43.692982,0.671113,0.308423,14733,0.29591
14.5,23.0,0.2,75,368,23561,16825,64.024457,45.720109,0.714104,0.27447,16799,0.309954
15.0,19.0,0.2,74,368,23564,17446,64.032609,47.407609,0.740367,0.260614,17341,0.326753
15.5,16.0,0.2,74,369,23530,16326,63.766938,44.243902,0.693838,0.262882,16228,0.319425
16.0,23.0,0.3,73,362,22871,14755,63.179558,40.759669,0.64514,0.278926,14746,0.304568
16.5,13.0,0.1,73,350,22036,13965,62.96,39.9,0.633736,0.291487,13904,0.303538
17.0,16.0,0.1,73,359,22682,15385,63.181058,42.855153,0.678291,0.301836,15274,0.312162
17.5,13.0,0.2,73,410,25974,17452,63.35122,42.565854,0.671903,0.261261,17356,0.330059
18.0,16.0,0.2,72,450,28446,19005,63.213333,42.233333,0.668108,0.22276,18922,0.360282
18.5,19.0,0.5,74,436,27533,18641,63.149083,42.754587,0.677042,0.220869,18482,0.35466
19.0,16.0,0.1,72,393,24855,17285,63.244275,43.982188,0.695434,0.242961,17090,0.345708
19.5,13.0,0.3,73,370,23311,15675,63.002703,42.364865,0.672429,0.265276,15614,0.346659
20.0,19.0,0.5,73,380,23903,16492,62.902632,43.4,0.689955,0.276804,16387,0.34531
20.5,16.0,0.1,73,353,22340,15325,63.286119,43.413598,0.685989,0.27505,15154,0.316181
21.0,10.0,0.2,72,327,20683,14623,63.250765,44.718654,0.707006,0.282579,14512,0.310139
21.5,13.0,0.3,71,344,21619,15573,62.84593,45.270349,0.720339,0.270241,15555,0.337068
22.0,13.0,0.1,72,344,21409,15768,62.235465,45.837209,0.736513,0.261358,15748,0.328169
22.5,10.0,0.3,72,328,20411,14611,62.228659,44.545732,0.715839,0.284148,14455,0.319141
23.0,10.0,0.2,71,337,21103,15245,62.620178,45.237389,0.722409,0.282184,15080,0.334282
23.5,13.0,0.2,73,331,20851,14675,62.993958,44.335347,0.703803,0.276141,14523,0.335834
24.0,13.0,0.3,71,310,19784,13722,63.819355,44.264516,0.693591,0.301786,13490,0.333981
24.5,23.0,0.1,72,313,19865,13554,63.466454,43.303514,0.682306,0.306731,13396,0.327769
25.0,23.0,0.3,72,351,22114,15802,63.002849,45.019943,0.71457,0.297606,15595,0.329575
25.5,23.0,0.2,73,394,24929,18514,63.271574,46.989848,0.742669,0.242961,18339,0.340922
26.0,16.0,0.2,72,406,25791,18710,63.524631,46.083744,0.725447,0.23362,18619,0.356129
26.5,19.0,0.1,72,377,24083,18273,63.880637,48.469496,0.758751,0.24325,18219,0.342639
27.0,19.0,0.1,72,374,23942,17842,64.016043,47.705882,0.745218,0.235121,17830,0.330645
27.5,16.0,0.2,72,411,26466,19479,64.394161,47.394161,0.736001,0.227693,19414,0.349681
28.0,16.0,0.5,72,448,28952,21876,64.625,48.830357,0.755595,0.206472,21787,0.376996
28.5,23.0,0.1,75,431,28039,19992,65.055684,46.385151,0.713007,0.198851,19762,0.356852
29.0,16.0,0.1,76,405,26402,18278,65.190123,45.130864,0.692296,0.237402,17924,0.347001
29.5,23.0,0.2,75,425,27631,19844,65.014118,46.691765,0.718179,0.235173,19688,0.36074
30.0,13.0,0.1,74,428,27777,20498,64.899533,47.892523,0.737949,0.22932,20458,0.368639
30.5,13.0,0.5,74,422,27288,20004,64.663507,47.402844,0.733069,0.243213,19938,0.372566
31.0,23.0,0.1,75,434,28114,19815,64.778802,45.656682,0.704809,0.238347,19648,0.364033
31.5,16.0,0.5,74,445,28918,20526,64.98427,46.125843,0.7098,0.227625,20362,0.363444
32.0,16.0,0.1,75,439,28728,20009,65.439636,45.578588,0.696498,0.207115,19898,0.370285
32.5,23.0,0.1,74,409,26991,18578,65.992665,45.422983,0.688304,0.232314,18440,0.366117
33.0,10.0,0.2,74,394,26007,19407,66.007614,49.256345,0.746222,0.249383,19216,0.366782
33.5,19.0,0.1,76,408,26971,20392,66.105392,49.980392,0.756071,0.22066,20184,0.369054
34.0,13.0,0.1,76,420,27957,20308,66.564286,48.352381,0.726401,0.228462,20065,0.370594
34.5,13.0,0.5,77,447,29864,20368,66.809843,45.565996,0.682025,0.227845,20183,0.370218
35.0,23.0,0.1,78,456,30675,20655,67.269737,45.296053,0.67335,0.232642,20504,0.376317
35.5,16.0,0.2,76,432,29269,19444,67.752315,45.009259,0.664321,0.255682,19207,0.371669
36.0,10.0,0.5,76,430,29119,19642,67.718605,45.67907,0.674542,0.252972,19431,0.374625
36.5,16.0,0.3,77,416,28288,19663,68.0,47.266827,0.6951,0.248053,19580,0.361753
37.0,19.0,0.5,78,370,25330,17886,68.459459,48.340541,0.706119,0.274278,17785,0.327758
37.5,23.0,0.2,78,331,22695,16771,68.564955,50.667674,0.738973,0.304713,16624,0.303758
38.0,10.0,0.2,77,312,21384,15896,68.538462,50.948718,0.74336,0.311559,15773,0.288782
38.5,19.0,0.1,75,301,20372,15105,67.681063,50.182724,0.741459,0.335632,14996,0.289389
39.0,19.0,0.2,77,318,21480,15267,67.54717,48.009434,0.710754,0.317033,15025,0.307486
39.5,13.0,0.2,76,352,23879,16554,67.838068,47.028409,0.693245,0.281378,16312,0.327452
40.0,13.0,0.5,77,358,24192,17176,67.575419,47.977654,0.709987,0.276601,17072,0.341385
40.5,16.0,0.1,77,336,22781,16320,67.800595,48.571429,0.716386,0.286578,16223,0.336115
41.0,10.0,0.5,77,328,22234,15625,67.786585,47.637195,0.702753,0.300446,15547,0.314782
41.5,10.0,0.1,79,344,23323,17368,67.799419,50.488372,0.744673,0.290302,17304,0.310821
42.0,13.0,0.1,78,362,24936,18234,68.883978,50.370166,0.731232,0.26377,17971,0.335246
42.5,16.0,0.1,78,397,27513,19811,69.302267,49.901763,0.72006,0.25219,19549,0.366782
43.0,19.0,0.1,79,449,31006,22659,69.055679,50.465479,0.730794,0.224402,22553,0.381697
43.5,13.0,0.2,77,500,34556,25976,69.112,51.952,0.751707,0.202248,25798,0.388717
44.0,13.0,0.2,79,520,36004,26145,69.238462,50.278846,0.726169,0.181341,25863,0.389467
44.5,10.0,0.1,80,505,35250,24092,69.80198,47.706931,0.683461,0.201897,23810,0.387454
45.0,16.0,0.3,80,492,34733,23093,70.595528,46.936992,0.664872,0.21794,22951,0.382683
45.5,10.0,0.1,80,481,34063,23802,70.817048,49.484407,0.698764,0.23312,23755,0.384424
46.0,13.0,0.5,79,466,32947,23044,70.701717,49.450644,0.699426,0.232689,23016,0.381639
46.5,13.0,0.1,80,452,31870,21149,70.50885,46.789823,0.663602,0.229446,21035,0.376195
47.0,10.0,0.2,83,448,31948,21470,71.3125,47.924107,0.67203,0.255698,21212,0.368135
47.5,19.0,0.2,85,469,34476,24234,73.509595,51.671642,0.702924,0.235344,23822,0.364564
48.0,10.0,0.1,84,466,34680,24915,74.420601,53.465665,0.718426,0.218131,24477,0.366804
48.5,10.0,0.3,84,461,34072,23748,73.908894,51.5141,0.696995,0.241102,23624,0.362139
49.0,13.0,0.1,84,480,35294,23741,73.529167,49.460417,0.672664,0.238441,23651,0.355141
49.5,16.0,0.1,84,487,35573,24982,73.045175,51.297741,0.702274,0.234411,24849,0.369357
50.0,23.0,0.1,83,501,36368,26471,72.590818,52.836327,0.727865,0.214742,26289,0.385431
50.5,19.0,0.5,83,525,38086,27477,72.544762,52.337143,0.721446,0.207025,27342,0.395175
51.0,13.0,0.2,83,530,38576,26765,72.784906,50.5,0.693825,0.204912,26734,0.391853
51.5,23.0,0.1,82,498,36287,25052,72.865462,50.305221,0.690385,0.212578,25013,0.373282
52.0,19.0,0.3,82,476,34531,23519,72.544118,49.409664,0.681098,0.220837,23483,0.365853
52.5,16.0,0.2,83,481,34922,24964,72.602911,51.900208,0.71485,0.232756,24840,0.373483
53.0,16.0,0.3,84,466,34038,24707,73.042918,53.019313,0.725865,0.247283,24409,0.362692
53.5,19.0,0.3,84,436,31965,22619,73.31422,51.87844,0.707618,0.252109,22352,0.351217
54.0,10.0,0.1,85,417,30639,21790,73.47482,52.254197,0.711185,0.265643,21522,0.339689
54.5,10.0,0.3,83,413,30488,21116,73.820823,51.128329,0.6926,0.279514,20917,0.334662
55.0,10.0,0.1,83,418,31044,22086,74.267943,52.837321,0.711442,0.271185,22029,0.350996
55.5,19.0,0.1,84,421,31449,23181,74.700713,55.061758,0.737098,0.259343,23084,0.356623
56.0,16.0,0.2,85,447,33800,24577,75.615213,54.982103,0.72713,0.248385,24396,0.360861
56.5,23.0,0.1,85,487,37111,26753,76.203285,54.934292,0.720891,0.221679,26619,0.370026
57.0,19.0,0.2,87,503,38373,26510,76.28827,52.703777,0.69085,0.21978,26333,0.360218
57.5,10.0,0.1,85,522,39753,27105,76.155172,51.925287,0.681835,0.215605,26879,0.369982
58.0,23.0,0.2,84,544,41152,26562,75.647059,48.827206,0.645461,0.208095,26469,0.383496
58.5,23.0,0.2,85,560,42037,27986,75.066071,49.975,0.665747,0.212746,27888,0.378525
59.0,13.0,0.5,86,550,41327,28069,75.14,51.034545,0.679193,0.216477,27849,0.373012
59.5,10.0,0.5,87,514,39050,25759,75.972763,50.114786,0.659641,0.227385,25520,0.369749
60.0,10.0,0.3,86,463,35732,24588,77.174946,53.105832,0.688123,0.247365,24414,0.358932
60.5,19.0,0.1,87,401,31187,22425,77.773067,55.922693,0.71905,0.275915,22321,0.335659
61.0,10.0,0.1,87,384,30016,22325,78.166667,58.138021,0.74377,0.300371,22185,0.337665
61.5,10.0,0.2,87,429,33831,24137,78.86014,56.263403,0.713458,0.270952,23912,0.368009
62.0,13.0,0.1,88,489,38608,26309,78.952965,53.801636,0.681439,0.232403,26147,0.378684
62.5,10.0,0.1,89,534,42532,29594,79.64794,55.419476,0.695806,0.227572,29326,0.377017
63.0,13.0,0.1,88,585,46894,33613,80.160684,57.45812,0.716787,0.208214,33333,0.383992
63.5,10.0,0.3,88,639,51040,36091,79.874804,56.480438,0.707112,0.173902,36046,0.392781
64.0,23.0,0.1,89,655,52364,37024,79.945038,56.525191,0.707051,0.166467,36851,0.398467
64.5,23.0,0.1,89,615,49129,35695,79.884553,58.04065,0.726557,0.180784,35457,0.390016
65.0,10.0,0.1,90,614,48938,35873,79.703583,58.425081,0.73303,0.180316,35743,0.387127
65.5,19.0,0.1,89,668,53428,36033,79.982036,53.941617,0.674422,0.183162,35895,0.395713
66.0,10.0,0.1,90,696,55813,36132,80.191092,51.913793,0.647376,0.176971,36016,0.3986
66.5,19.0,0.3,91,720,57795,37675,80.270833,52.326389,0.651873,0.176226,37450,0.400312
67.0,23.0,0.5,91,727,58401,37515,80.331499,51.602476,0.642369,0.176954,37312,0.405179
67.5,19.0,0.2,92,690,55690,34788,80.710145,50.417391,0.624672,0.175911,34555,0.397717
68.0,13.0,0.1,92,639,51987,34832,81.356808,54.510172,0.670014,0.198793,34551,0.391368
68.5,13.0,0.3,92,613,49874,34834,81.360522,56.825449,0.69844,0.197469,34645,0.389814
69.0,23.0,0.1,93,607,49477,33021,81.510708,54.400329,0.667401,0.202631,32765,0.38048
69.5,16.0,0.1,93,590,48420,32185,82.067797,54.550847,0.664705,0.216533,31927,0.379692
70.0,10.0,0.1,93,589,48561,32967,82.44652,55.971138,0.678878,0.213792,32901,0.382567
70.5,16.0,0.1,94,627,51894,33209,82.76555,52.964912,0.639939,0.208962,33145,0.384345
71.0,16.0,0.1,92,670,55572,34704,82.943284,51.797015,0.624487,0.205014,34609,0.391923
71.5,23.0,0.1,92,703,58297,37871,82.926031,53.870555,0.649622,0.191802,37779,0.399281
72.0,23.0,0.1,94,752,62555,41539,83.18484,55.238032,0.66404,0.166054,41293,0.401899
72.5,16.0,0.5,94,793,66384,43550,83.712484,54.918033,0.656032,0.154974,43258,0.407401
73.0,13.0,0.1,94,783,65701,44538,83.909323,56.881226,0.677889,0.167588,44399,0.411046
73.5,19.0,0.1,94,745,62603,42001,84.030872,56.377181,0.67091,0.166107,41903,0.411353
74.0,23.0,0.1,94,729,61214,39680,83.969822,54.430727,0.648218,0.170653,39570,0.403262
74.5,13.0,0.3,95,749,63033,39844,84.156208,53.196262,0.632113,0.169331,39506,0.400659
75.0,10.0,0.1,94,737,62150,39539,84.328358,53.648575,0.636187,0.182278,39229,0.401869
75.5,23.0,0.3,93,700,58873,39390,84.104286,56.271429,0.669067,0.192689,39281,0.401138
76.0,13.0,0.1,92,659,55228,38312,83.805766,58.136571,0.693706,0.190896,38209,0.392781
76.5,23.0,0.3,94,602,50182,35349,83.358804,58.719269,0.704416,0.202775,35177,0.377292
77.0,23.0,0.1,95,562,47173,33686,83.937722,59.939502,0.714095,0.214014,33376,0.379625
77.5,23.0,0.2,95,537,45675,32058,85.055866,59.698324,0.701872,0.2324,31815,0.391129
78.0,19.0,0.2,93,535,45282,29883,84.639252,55.856075,0.659931,0.243583,29759,0.389516
78.5,13.0,0.3,94,530,44574,29903,84.101887,56.420755,0.670862,0.242285,29691,0.378664
79.0,13.0,0.1,94,499,42254,28855,84.677355,57.825651,0.682894,0.257514,28630,0.361437
79.5,23.0,0.2,94,492,41812,25651,84.98374,52.136179,0.613484,0.271638,25542,0.34821
80.0,13.0,0.1,93,517,43851,27295,84.818182,52.794971,0.622449,0.265635,27247,0.36121
80.5,16.0,0.1,94,534,45459,29549,85.129213,55.335206,0.650014,0.251294,29446,0.370555
81.0,19.0,0.1,94,572,48914,31228,85.513986,54.594406,0.638427,0.235272,30991,0.379189
81.5,16.0,0.2,94,620,53034,33294,85.53871,53.7,0.627786,0.212217,33111,0.389067
82.0,23.0,0.2,96,651,55967,35757,85.970814,54.926267,0.638894,0.208891,35426,0.387665
82.5,16.0,0.3,97,644,55620,35312,86.36646,54.832298,0.63488,0.209761,34935,0.384242
83.0,19.0,0.2,97,597,51804,32067,86.773869,53.713568,0.619006,0.21711,31903,0.382452
83.5,10.0,0.1,97,562,49066,28476,87.30605,50.669039,0.580361,0.234205,28300,0.381639
84.0,19.0,0.2,96,551,48373,29146,87.791289,52.896552,0.602526,0.261987,29032,0.382567
84.5,23.0,0.3,96,576,50688,30128,88.0,52.305556,0.594381,0.248296,30075,0.388138
85.0,16.0,0.3,96,562,49354,27772,87.818505,49.41637,0.56271,0.244246,27675,0.382016
85.5,19.0,0.2,97,502,43839,25028,87.328685,49.856574,0.570907,0.292455,24901,0.36682
86.0,13.0,0.1,97,474,41115,24367,86.740506,51.407173,0.592655,0.331743,24081,0.348852
86.5,10.0,0.5,98,499,43526,26267,87.226453,52.639279,0.603478,0.3081,25775,0.355459
87.0,16.0,0.2,98,529,46270,29294,87.466919,55.376181,0.63311,0.276055,28964,0.371974
87.5,19.0,0.2,98,506,44218,29042,87.387352,57.395257,0.656791,0.27809,28921,0.379781
88.0,13.0,0.1,99,471,41326,27021,87.740977,57.369427,0.65385,0.286887,26911,0.371481
88.5,10.0,0.5,99,484,42366,24467,87.533058,50.551653,0.577515,0.287481,24246,0.357102
89.0,13.0,0.3,98,505,44089,27192,87.30495,53.845545,0.616752,0.300753,26936,0.36807
89.5,13.0,0.1,98,474,41361,26927,87.259494,56.808017,0.651024,0.300226,26770,0.365853
90.0,16.0,0.1,99,439,38344,24910,87.343964,56.742597,0.649645,0.323989,24819,0.353313
90.5,19.0,0.1,99,476,41758,26895,87.726891,56.502101,0.644068,0.315488,26711,0.378309
91.0,10.0,0.5,99,565,49803,32020,88.146903,56.672566,0.642933,0.264462,31885,0.396496
91.5,16.0,0.2,97,583,51564,33053,88.445969,56.694683,0.641009,0.226124,32995,0.392781
92.0,19.0,0.2,100,540,47565,30230,88.083333,55.981481,0.635551,0.2357,29959,0.389113
92.5,10.0,0.1,101,527,46380,29843,88.00759,56.628083,0.643445,0.257196,29428,0.380618
93.0,23.0,0.3,101,541,47913,29762,88.563771,55.012939,0.621168,0.27247,29497,0.367379
93.5,19.0,0.2,101,572,50582,31546,88.43007,55.15035,0.623661,0.273454,31443,0.38071
94.0,16.0,0.1,101,569,50083,30493,88.019332,53.59051,0.608849,0.266311,30456,0.38721
94.5,13.0,0.1,101,543,47738,28937,87.915285,53.290976,0.606163,0.297963,28896,0.384424
95.0,16.0,0.1,101,570,50114,30638,87.919298,53.750877,0.611366,0.272375,30613,0.384424
95.5,13.0,0.5,101,615,53916,32789,87.668293,53.315447,0.60815,0.252144,32778,0.378926
96.0,19.0,0.5,100,628,55031,35975,87.628981,57.285032,0.653722,0.230007,35862,0.384508
96.5,10.0,0.3,101,584,51676,34838,88.486301,59.65411,0.674162,0.237897,34661,0.381133
97.0,19.0,0.3,99,500,44576,30009,89.152,60.018,0.67321,0.263228,29901,0.372831
97.5,10.0,0.2,99,428,38030,27025,88.85514,63.142523,0.710623,0.300881,26944,0.347282
98.0,23.0,0.3,99,386,34393,24797,89.101036,64.240933,0.72099,0.336589,24740,0.328711
98.5,23.0,0.1,99,374,33392,22820,89.283422,61.016043,0.683397,0.347271,22802,0.329639
99.0,10.0,0.3,101,403,36034,23654,89.414392,58.694789,0.656436,0.35686,23365,0.332131
99.5,19.0,0.5,101,449,40504,26488,90.209354,58.993318,0.65396,0.313252,26101,0.350012
100.0,23.0,0.3,101,433,38920,27356,89.884527,63.177829,0.702878,0.300349,27257,0.352853
100.5,16.0,0.5,102,406,36147,25633,89.03202,63.135468,0.709132,0.325195,25592,0.344797
101.0,19.0,0.1,101,395,35312,25101,89.397468,63.546835,0.710835,0.341851,24982,0.336286
101.5,19.0,0.2,102,397,35705,25627,89.937028,64.551637,0.717743,0.332024,25342,0.340272
102.0,10.0,0.1,102,439,39576,27977,90.150342,63.728929,0.706918,0.30192,27739,0.36487
102.5,13.0,0.1,102,482,43597,30902,90.450207,64.112033,0.70881,0.279081,30754,0.372353
103.0,10.0,0.1,103,553,49999,34695,90.414105,62.739602,0.693914,0.255183,34657,0.377996
103.5,10.0,0.2,104,648,58752,38661,90.666667,59.662037,0.658037,0.220344,38443,0.386639
104.0,16.0,0.5,104,694,63403,39103,91.35879,56.34438,0.616737,0.204902,38854,0.394058
104.5,19.0,0.3,105,670,61508,38930,91.802985,58.104478,0.632926,0.218609,38857,0.394851
105.0,23.0,0.3,105,603,55592,36758,92.192371,60.958541,0.66121,0.246362,36597,0.382859
105.5,16.0,0.1,105,534,49230,33471,92.191011,62.679775,0.67989,0.282216,33272,0.373352
106.0,23.0,0.1,104,503,46168,30550,91.785288,60.735586,0.661714,0.290662,30415,0.377924
106.5,16.0,0.1,104,547,50310,31496,91.974406,57.579525,0.626039,0.263923,31451,0.377924
107.0,10.0,0.1,104,617,56844,35368,92.12966,57.322528,0.622194,0.24204,35351,0.381639
107.5,10.0,0.1,104,688,63129,40203,91.757267,58.434593,0.636839,0.227194,40173,0.397424
108.0,23.0,0.3,104,749,68466,43478,91.40988,58.048064,0.635031,0.212513,43447,0.402995
108.5,16.0,0.5,104,746,68147,43750,91.349866,58.646113,0.641995,0.209443,43660,0.405772
