method,density_bin,rows,active_vehicle_count_min,active_vehicle_count_mean,active_vehicle_count_max,mean_prr_awareness,beacon_error_rate,mean_pir_s,mean_cbr,cbr_gt_0p6_rate
kpi_timeseries_beacon_min0p1,low,195,71,78.49743589743589,85,0.6814368871794871,0.3185631128205128,0.2572928051282051,0.34965727692307697,0.0
kpi_timeseries_beacon_min0p1,medium,179,86,94.3463687150838,103,0.6659901340782123,0.3340098659217877,0.27092735754189945,0.3631705474860335,0.0
kpi_timeseries_beacon_min0p1,high,186,104,110.10752688172043,117,0.6469486774193548,0.35305132258064514,0.2805403924731183,0.3752927741935484,0.0
